<<<<<<< HEAD
﻿quotation_id,customer_id,inquiry_id,quotation_date,valid_until_date,status,total_amount,salesperson_id,remarks
QUO-20250767-002,CUST-CN00013,INQ-20250767-002,2026-01-17,2026-02-15,草稿,58636,SALES-002,以及你们不断行业组织作者.
QUO-20250767-003,CUST-CN00003,INQ-20250767-003,2026-01-18,2026-02-16,已发送,58004,SALES-007,标题一点都是您的情况.
QUO-20250768-001,CUST-CN00003,INQ-20250768-001,2026-01-19,2026-02-17,已发送,39737,SALES-009,成功图片出来必须设备.
QUO-20250768-002,CUST-CN00012,INQ-20250768-002,2026-01-20,2026-02-18,已发送,72229,SALES-006,进行运行需要项目这个只要上海.
QUO-20250768-003,CUST-CN00008,INQ-20250768-003,2026-01-21,2026-02-19,草稿,26424,SALES-006,联系感觉已经也是.
QUO-20250769-001,CUST-CN00016,INQ-20250769-001,2026-01-22,2026-02-20,草稿,86080,SALES-008,的人所有事情经营.
QUO-20250769-002,CUST-CN00006,INQ-20250769-002,2026-01-23,2026-02-21,已发送,69422,SALES-006,学习计划没有说明的是他们.
QUO-20250769-003,CUST-CN00018,INQ-20250769-003,2026-01-24,2026-02-22,已发送,78871,SALES-005,现在我的密码根据因为空间注意.
QUO-20250770-001,CUST-CN00006,INQ-20250770-001,2026-01-25,2026-02-23,已发送,30321,SALES-007,无法可能程序工作个人用户推荐.
QUO-20250770-002,CUST-CN00007,INQ-20250770-002,2026-01-26,2026-02-24,草稿,84114,SALES-001,中国他们孩子空间能力社区欢迎.
QUO-20250770-003,CUST-CN00017,INQ-20250770-003,2026-01-27,2026-02-25,已发送,76534,SALES-005,应用软件电话责任认为原因为了.
QUO-20250771-001,CUST-CN00007,INQ-20250771-001,2026-01-28,2026-02-26,已发送,28461,SALES-002,起来这个文章方面你的.
QUO-20250771-002,CUST-CN00007,INQ-20250771-002,2026-01-29,2026-02-27,草稿,24746,SALES-005,男人生产这么决定之间最后国内.
QUO-20250771-003,CUST-CN00019,INQ-20250771-003,2026-01-30,2026-02-28,已发送,68768,SALES-003,阅读发现最大现在质量软件业务.
QUO-20250772-001,CUST-CN00004,INQ-20250772-001,2026-01-31,2026-03-01,已发送,55115,SALES-004,为什那个类别这些质量.
QUO-20250772-002,CUST-CN00017,INQ-20250772-002,2026-02-01,2026-03-02,已发送,77121,SALES-003,投资以上商品查看能够研究.
QUO-20250772-003,CUST-CN00006,INQ-20250772-003,2026-02-02,2026-03-03,草稿,51936,SALES-004,可能需要经营一切发布.
QUO-20250773-001,CUST-CN00002,INQ-20250773-001,2026-02-03,2026-03-04,草稿,26122,SALES-004,全部责任什么显示虽然.
QUO-20250773-002,CUST-CN00008,INQ-20250773-002,2026-02-04,2026-03-05,已发送,67987,SALES-001,他的注册空间他的过程.
QUO-20250773-003,CUST-CN00005,INQ-20250773-003,2026-02-05,2026-03-06,草稿,20371,SALES-004,方法活动发生生产.
QUO-20250774-001,CUST-CN00020,INQ-20250774-001,2026-02-06,2026-03-07,草稿,55485,SALES-009,得到出现主题方面方式.
QUO-20250774-002,CUST-CN00018,INQ-20250774-002,2026-02-07,2026-03-08,草稿,73347,SALES-008,一次品牌生活就是特别关于地方.
QUO-20250774-003,CUST-CN00007,INQ-20250774-003,2026-02-08,2026-03-09,草稿,28025,SALES-001,不同具有直接组织专业投资为了.
QUO-20250775-001,CUST-CN00011,INQ-20250775-001,2026-02-09,2026-03-10,草稿,49057,SALES-001,当然美国个人.
QUO-20250775-002,CUST-CN00005,INQ-20250775-002,2026-02-10,2026-03-11,草稿,37906,SALES-003,如果还是自己成为.
QUO-20250775-003,CUST-CN00019,INQ-20250775-003,2026-02-11,2026-03-12,已发送,76031,SALES-010,不断时候他的因此世界品牌.
QUO-20250776-001,CUST-CN00003,INQ-20250776-001,2026-02-12,2026-03-13,草稿,26996,SALES-001,企业操作然后市场时间精华男人中文.
QUO-20250776-002,CUST-CN00007,INQ-20250776-002,2026-02-13,2026-03-14,已发送,54200,SALES-009,信息手机以后.
QUO-20250776-003,CUST-CN00020,INQ-20250776-003,2026-02-14,2026-03-15,草稿,30678,SALES-004,如果无法的是你们继续市场.
QUO-20250777-001,CUST-CN00012,INQ-20250777-001,2026-02-15,2026-03-16,草稿,62947,SALES-006,品牌他的类别研究.
QUO-20250777-002,CUST-CN00014,INQ-20250777-002,2026-02-16,2026-03-17,草稿,58411,SALES-007,深圳来自标准.
QUO-20250777-003,CUST-CN00005,INQ-20250777-003,2026-02-17,2026-03-18,草稿,26923,SALES-001,地址认为价格不会业务.
QUO-20250778-001,CUST-CN00008,INQ-20250778-001,2026-02-18,2026-03-19,草稿,81949,SALES-007,同时当然社区不同而且北京.
QUO-20250778-002,CUST-CN00008,INQ-20250778-002,2026-02-19,2026-03-20,已发送,69189,SALES-008,地方提高相关重要.
QUO-20250778-003,CUST-CN00011,INQ-20250778-003,2026-02-20,2026-03-21,草稿,80819,SALES-005,文化起来这么历史不过以及.
QUO-20250779-001,CUST-CN00009,INQ-20250779-001,2026-02-21,2026-03-22,草稿,23585,SALES-010,回复文化论坛那么.
QUO-20250779-002,CUST-CN00017,INQ-20250779-002,2026-02-22,2026-03-23,草稿,74277,SALES-001,帖子的话企业等级表示时候她的.
QUO-20250779-003,CUST-CN00019,INQ-20250779-003,2026-02-23,2026-03-24,已发送,15332,SALES-003,进行来自其中销售点击.
QUO-20250780-001,CUST-CN00006,INQ-20250780-001,2026-02-24,2026-03-25,草稿,85321,SALES-004,研究参加简介全国.
QUO-20250780-002,CUST-CN00009,INQ-20250780-002,2026-02-25,2026-03-26,已发送,28117,SALES-009,免费经济记者之间市场.
QUO-20250780-003,CUST-CN00004,INQ-20250780-003,2026-02-26,2026-03-27,已发送,18158,SALES-009,销售资源部门之后游戏非常网络如果.
QUO-20250781-001,CUST-CN00016,INQ-20250781-001,2026-02-27,2026-03-28,已发送,80760,SALES-006,下载大小全部语言的人.
QUO-20250781-002,CUST-CN00012,INQ-20250781-002,2026-02-28,2026-03-29,草稿,39118,SALES-004,世界一下自己一次.
QUO-20250781-003,CUST-CN00005,INQ-20250781-003,2026-03-01,2026-03-30,草稿,25459,SALES-006,方式下载然后.
QUO-20250782-001,CUST-CN00001,INQ-20250782-001,2026-03-02,2026-03-31,已发送,65387,SALES-007,回复研究产品发布.
QUO-20250782-002,CUST-CN00016,INQ-20250782-002,2026-03-03,2026-04-01,草稿,22927,SALES-006,过程应用工具设计.
QUO-20250782-003,CUST-CN00004,INQ-20250782-003,2026-03-04,2026-04-02,草稿,28394,SALES-002,具有到了有限要求是否得到类型.
QUO-20250783-001,CUST-CN00005,INQ-20250783-001,2026-03-05,2026-04-03,草稿,42036,SALES-003,方式出现有限.
QUO-20250783-002,CUST-CN00010,INQ-20250783-002,2026-03-06,2026-04-04,草稿,50178,SALES-003,成功但是正在销售.
QUO-20250783-003,CUST-CN00011,INQ-20250783-003,2026-03-07,2026-04-05,草稿,36782,SALES-005,之后应用以及她的公司.
QUO-20250784-001,CUST-CN00017,INQ-20250784-001,2026-03-08,2026-04-06,草稿,21939,SALES-003,时间只是上海只有开始其中联系.
QUO-20250784-002,CUST-CN00011,INQ-20250784-002,2026-03-09,2026-04-07,草稿,86241,SALES-005,需要本站合作.
QUO-20250784-003,CUST-CN00014,INQ-20250784-003,2026-03-10,2026-04-08,草稿,49000,SALES-003,文章文章价格你们浏览很多查看解决.
QUO-20250785-001,CUST-CN00018,INQ-20250785-001,2026-03-11,2026-04-09,草稿,81723,SALES-009,责任参加联系帮助自己中国地址.
QUO-20250785-002,CUST-CN00014,INQ-20250785-002,2026-03-12,2026-04-10,已发送,81996,SALES-009,公司单位以下首页.
QUO-20250785-003,CUST-CN00016,INQ-20250785-003,2026-03-13,2026-04-11,草稿,75690,SALES-003,类别重要不断全部部分不同更新.
QUO-20250786-001,CUST-CN00001,INQ-20250786-001,2026-03-14,2026-04-12,已发送,55665,SALES-001,操作不同不同技术知道其他.
QUO-20250786-002,CUST-CN00019,INQ-20250786-002,2026-03-15,2026-04-13,草稿,56226,SALES-003,责任价格记者控制下载注册语言.
QUO-20250786-003,CUST-CN00016,INQ-20250786-003,2026-03-16,2026-04-14,已发送,16098,SALES-009,欢迎以上必须或者以上.
QUO-20250787-001,CUST-CN00010,INQ-20250787-001,2026-03-17,2026-04-15,已发送,71616,SALES-009,研究美国是否那个.
QUO-20250787-002,CUST-CN00009,INQ-20250787-002,2026-03-18,2026-04-16,草稿,32193,SALES-010,中心工作下载谢谢以上起来.
QUO-20250787-003,CUST-CN00004,INQ-20250787-003,2026-03-19,2026-04-17,已发送,66853,SALES-002,推荐注册报告内容作者.
QUO-20250788-001,CUST-CN00020,INQ-20250788-001,2026-03-20,2026-04-18,草稿,53224,SALES-007,正在还是完成提高实现或者这些.
QUO-20250788-002,CUST-CN00007,INQ-20250788-002,2026-03-21,2026-04-19,已发送,24944,SALES-006,生产因为所以大家手机对于.
QUO-20250788-003,CUST-CN00006,INQ-20250788-003,2026-03-22,2026-04-20,草稿,30627,SALES-008,只有类型评论如此更多.
QUO-20250789-001,CUST-CN00013,INQ-20250789-001,2026-03-23,2026-04-21,草稿,69177,SALES-008,记者中国汽车研究男人朋友图片.
QUO-20250789-002,CUST-CN00005,INQ-20250789-002,2026-03-24,2026-04-22,草稿,74819,SALES-005,城市大小加入目前东西空间出来.
QUO-20250789-003,CUST-CN00004,INQ-20250789-003,2026-03-25,2026-04-23,已发送,19508,SALES-004,如何文化结果必须作为进入.
QUO-20250790-001,CUST-CN00009,INQ-20250790-001,2026-03-26,2026-04-24,已发送,19132,SALES-007,联系有些程序这里.
QUO-20250790-002,CUST-CN00017,INQ-20250790-002,2026-03-27,2026-04-25,草稿,32285,SALES-003,类型游戏文件男人其中名称但是记者.
QUO-20250790-003,CUST-CN00016,INQ-20250790-003,2026-03-28,2026-04-26,草稿,58568,SALES-010,怎么电子觉得非常没有.
QUO-20250791-001,CUST-CN00004,INQ-20250791-001,2026-03-29,2026-04-27,草稿,38083,SALES-001,不过其中建设这里经营其实状态说明.
QUO-20250791-002,CUST-CN00009,INQ-20250791-002,2026-03-30,2026-04-28,草稿,80249,SALES-001,文章国际网络选择.
QUO-20250791-003,CUST-CN00011,INQ-20250791-003,2026-03-31,2026-04-29,已发送,56906,SALES-008,不能有些自己觉得发现参加全国.
QUO-20250792-001,CUST-CN00002,INQ-20250792-001,2026-04-01,2026-04-30,草稿,58495,SALES-005,项目本站音乐地区精华.
QUO-20250792-002,CUST-CN00017,INQ-20250792-002,2026-04-02,2026-05-01,已发送,32342,SALES-007,质量决定能力为什非常市场准备.
QUO-20250792-003,CUST-CN00020,INQ-20250792-003,2026-04-03,2026-05-02,草稿,79941,SALES-004,来源工程的人方法联系要求就是.
QUO-20250793-001,CUST-CN00003,INQ-20250793-001,2026-04-04,2026-05-03,已发送,38400,SALES-009,处理更多准备国内在线根据一般根据.
QUO-20250793-002,CUST-CN00008,INQ-20250793-002,2026-04-05,2026-05-04,已发送,34792,SALES-001,过程目前决定中心安全影响.
QUO-20250793-003,CUST-CN00003,INQ-20250793-003,2026-04-06,2026-05-05,草稿,79016,SALES-006,帖子您的出现社会系列由于.
QUO-20250794-001,CUST-CN00020,INQ-20250794-001,2026-04-07,2026-05-06,草稿,23471,SALES-007,查看应该你的登录一次查看.
QUO-20250794-002,CUST-CN00018,INQ-20250794-002,2026-04-08,2026-05-07,已发送,75741,SALES-004,行业以下在线东西.
QUO-20250794-003,CUST-CN00020,INQ-20250794-003,2026-04-09,2026-05-08,已发送,59323,SALES-010,浏览责任如果游戏出来.
QUO-20250795-001,CUST-CN00004,INQ-20250795-001,2026-04-10,2026-05-09,草稿,51394,SALES-006,在线学生你们制作认为完全.
QUO-20250795-002,CUST-CN00014,INQ-20250795-002,2026-04-11,2026-05-10,草稿,38587,SALES-006,支持公司以上一种主要.
QUO-20250795-003,CUST-CN00004,INQ-20250795-003,2026-04-12,2026-05-11,已发送,63805,SALES-007,各种现在选择影响国际.
QUO-20250796-001,CUST-CN00005,INQ-20250796-001,2026-04-13,2026-05-12,已发送,84969,SALES-004,人民所有过程解决处理游戏不是.
QUO-20250796-002,CUST-CN00015,INQ-20250796-002,2026-04-14,2026-05-13,草稿,58310,SALES-006,两个制作无法.
QUO-20250796-003,CUST-CN00005,INQ-20250796-003,2026-04-15,2026-05-14,已发送,55251,SALES-003,手机发生行业文化.
QUO-20250797-001,CUST-CN00015,INQ-20250797-001,2026-04-16,2026-05-15,草稿,53413,SALES-003,有关研究加入手机已经只是出来.
QUO-20250797-002,CUST-CN00012,INQ-20250797-002,2026-04-17,2026-05-16,已发送,22629,SALES-007,设计现在精华活动所有.
QUO-20250797-003,CUST-CN00017,INQ-20250797-003,2026-04-18,2026-05-17,草稿,45387,SALES-008,喜欢经营专业如果.
QUO-20250798-001,CUST-CN00003,INQ-20250798-001,2026-04-19,2026-05-18,已发送,88744,SALES-003,怎么还是专业内容作品.
QUO-20250798-002,CUST-CN00002,INQ-20250798-002,2026-04-20,2026-05-19,草稿,80459,SALES-001,重要投资详细其中分析两个操作.
QUO-20250798-003,CUST-CN00017,INQ-20250798-003,2026-04-21,2026-05-20,已发送,63673,SALES-002,单位由于已经作为.
QUO-20250799-001,CUST-CN00020,INQ-20250799-001,2026-04-22,2026-05-21,已发送,52094,SALES-010,必须环境那个法律发布历史那么.
QUO-20250799-002,CUST-CN00008,INQ-20250799-002,2026-04-23,2026-05-22,已发送,42589,SALES-001,类型怎么发生这个专业.
QUO-20250799-003,CUST-CN00019,INQ-20250799-003,2026-04-24,2026-05-23,已发送,76810,SALES-002,有关他的详细一起系列参加.
QUO-202507100-001,CUST-CN00019,INQ-202507100-001,2026-04-25,2026-05-24,草稿,71313,SALES-008,不是还是公司有些法律位置非常.
QUO-202507100-002,CUST-CN00003,INQ-202507100-002,2026-04-26,2026-05-25,草稿,67210,SALES-005,增加都是不会首页发现如果不断特别.
QUO-202507100-003,CUST-CN00001,INQ-202507100-003,2026-04-27,2026-05-26,已发送,50513,SALES-010,看到类型发表他们环境深圳.
QUO-202507101-001,CUST-CN00015,INQ-202507101-001,2026-04-28,2026-05-27,草稿,18405,SALES-009,注册各种您的基本全国国际学习.
QUO-202507101-002,CUST-CN00014,INQ-202507101-002,2026-04-29,2026-05-28,草稿,84483,SALES-002,一起只有一定更多一点.
QUO-202507101-003,CUST-CN00017,INQ-202507101-003,2026-04-30,2026-05-29,已发送,24884,SALES-005,销售图片会员.
QUO-202507102-001,CUST-CN00001,INQ-202507102-001,2026-05-01,2026-05-30,已发送,17072,SALES-004,行业完成一次会员表示学生.
QUO-202507102-002,CUST-CN00017,INQ-202507102-002,2026-05-02,2026-05-31,草稿,79380,SALES-009,正在希望之间知道应该投资当前.
QUO-202507102-003,CUST-CN00012,INQ-202507102-003,2026-05-03,2026-06-01,草稿,57087,SALES-001,这么具有今年当然决定下载他的任何.
QUO-202507103-001,CUST-CN00005,INQ-202507103-001,2026-05-04,2026-06-02,草稿,32827,SALES-002,设计不同活动这些全国政府注册.
QUO-202507103-002,CUST-CN00010,INQ-202507103-002,2026-05-05,2026-06-03,草稿,75276,SALES-010,社区搜索那么科技组织作者可是有关.
QUO-202507103-003,CUST-CN00012,INQ-202507103-003,2026-05-06,2026-06-04,已发送,55741,SALES-008,国际显示简介新闻这么.
QUO-202507104-001,CUST-CN00001,INQ-202507104-001,2026-05-07,2026-06-05,草稿,18235,SALES-007,现在喜欢最大产品大小增加能力.
QUO-202507104-002,CUST-CN00013,INQ-202507104-002,2026-05-08,2026-06-06,草稿,49881,SALES-009,直接之后人员设计.
QUO-202507104-003,CUST-CN00001,INQ-202507104-003,2026-05-09,2026-06-07,草稿,80943,SALES-001,那么计划很多价格合作.
QUO-202507105-001,CUST-CN00005,INQ-202507105-001,2026-05-10,2026-06-08,草稿,59243,SALES-009,数据那些浏览目前专业.
QUO-202507105-002,CUST-CN00013,INQ-202507105-002,2026-05-11,2026-06-09,草稿,24513,SALES-005,过程发生一起研究网络.
QUO-202507105-003,CUST-CN00014,INQ-202507105-003,2026-05-12,2026-06-10,已发送,59718,SALES-008,觉得无法注册留言然后.
QUO-202507106-001,CUST-CN00016,INQ-202507106-001,2026-05-13,2026-06-11,已发送,64367,SALES-010,其实加入发生过程处理搜索.
QUO-202507106-002,CUST-CN00009,INQ-202507106-002,2026-05-14,2026-06-12,草稿,30152,SALES-006,内容阅读事情电话进行而且.
QUO-202507106-003,CUST-CN00014,INQ-202507106-003,2026-05-15,2026-06-13,草稿,50911,SALES-005,活动回复您的美国商品.
QUO-202507107-001,CUST-CN00018,INQ-202507107-001,2026-05-16,2026-06-14,已发送,75150,SALES-007,一直名称应该希望.
QUO-202507107-002,CUST-CN00009,INQ-202507107-002,2026-05-17,2026-06-15,草稿,79023,SALES-004,进行介绍一般精华处理等级名称.
QUO-202507107-003,CUST-CN00017,INQ-202507107-003,2026-05-18,2026-06-16,草稿,57894,SALES-003,自己电话需要不过学生.
QUO-202507108-001,CUST-CN00003,INQ-202507108-001,2026-05-19,2026-06-17,草稿,21018,SALES-009,要求新闻中文电话会员需要市场.
QUO-202507108-002,CUST-CN00003,INQ-202507108-002,2026-05-20,2026-06-18,已发送,28359,SALES-004,可是支持正在.
QUO-202507108-003,CUST-CN00020,INQ-202507108-003,2026-05-21,2026-06-19,草稿,24772,SALES-006,认为法律是否两个.
QUO-202507109-001,CUST-CN00018,INQ-202507109-001,2026-05-22,2026-06-20,草稿,69514,SALES-004,可是因为汽车怎么也是规定.
QUO-202507109-002,CUST-CN00011,INQ-202507109-002,2026-05-23,2026-06-21,已发送,72912,SALES-006,学生准备首页全部.
QUO-202507109-003,CUST-CN00012,INQ-202507109-003,2026-05-24,2026-06-22,已发送,76669,SALES-007,当前美国对于这种.
QUO-202507110-001,CUST-CN00011,INQ-202507110-001,2026-05-25,2026-06-23,已发送,64112,SALES-003,一个作者得到.
QUO-202507110-002,CUST-CN00019,INQ-202507110-002,2026-05-26,2026-06-24,草稿,46663,SALES-005,市场图片方法任何就是.
QUO-202507110-003,CUST-CN00015,INQ-202507110-003,2026-05-27,2026-06-25,已发送,88553,SALES-007,文章技术质量一直中文决定.
QUO-202507111-001,CUST-CN00003,INQ-202507111-001,2026-05-28,2026-06-26,已发送,68464,SALES-006,注意由于同时投资一种.
QUO-202507111-002,CUST-CN00015,INQ-202507111-002,2026-05-29,2026-06-27,已发送,80098,SALES-003,这个记者类别其实.
QUO-202507111-003,CUST-CN00013,INQ-202507111-003,2026-05-30,2026-06-28,已发送,63139,SALES-003,一定这是文件一起组织关系.
QUO-202507112-001,CUST-CN00003,INQ-202507112-001,2026-05-31,2026-06-29,草稿,78475,SALES-004,大小特别内容为了包括.
QUO-202507112-002,CUST-CN00012,INQ-202507112-002,2026-06-01,2026-06-30,已发送,26680,SALES-008,其中数据安全以及服务.
QUO-202507112-003,CUST-CN00013,INQ-202507112-003,2026-06-02,2026-07-01,草稿,36184,SALES-005,设备成功非常查看游戏.
QUO-202507113-001,CUST-CN00012,INQ-202507113-001,2026-06-03,2026-07-02,已发送,66344,SALES-005,管理发布选择然后手机我们成为.
QUO-202507113-002,CUST-CN00007,INQ-202507113-002,2026-06-04,2026-07-03,已发送,61425,SALES-007,北京控制的人点击开发环境进行.
QUO-202507113-003,CUST-CN00006,INQ-202507113-003,2026-06-05,2026-07-04,已发送,68919,SALES-005,表示汽车出来当然虽然系统音乐.
QUO-202507114-001,CUST-CN00006,INQ-202507114-001,2026-06-06,2026-07-05,已发送,25978,SALES-003,类型生产数据能力登录音乐.
QUO-202507114-002,CUST-CN00001,INQ-202507114-002,2026-06-07,2026-07-06,已发送,87395,SALES-001,日期可是但是最新电子其他语言.
QUO-202507114-003,CUST-CN00009,INQ-202507114-003,2026-06-08,2026-07-07,草稿,89648,SALES-009,选择出来音乐价格不会品牌查看.
QUO-202507115-001,CUST-CN00006,INQ-202507115-001,2026-06-09,2026-07-08,草稿,78039,SALES-004,不要其实国内有关部门部分我们.
QUO-202507115-002,CUST-CN00014,INQ-202507115-002,2026-06-10,2026-07-09,草稿,67450,SALES-005,使用类型推荐作为企业工作.
QUO-202507115-003,CUST-CN00013,INQ-202507115-003,2026-06-11,2026-07-10,草稿,53364,SALES-009,简介一下问题看到今天支持.
QUO-202507116-001,CUST-CN00004,INQ-202507116-001,2026-06-12,2026-07-11,草稿,86285,SALES-001,发布中文为什处理.
QUO-202507116-002,CUST-CN00005,INQ-202507116-002,2026-06-13,2026-07-12,已发送,71815,SALES-006,一次活动以后问题只要所以由于情况.
QUO-202507116-003,CUST-CN00007,INQ-202507116-003,2026-06-14,2026-07-13,草稿,78032,SALES-001,控制的是必须文化生活.
QUO-202507117-001,CUST-CN00013,INQ-202507117-001,2026-06-15,2026-07-14,草稿,36736,SALES-001,需要这个的话部分应用进入简介信息.
